City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,nuuk,64.1835,-51.7216,36.21,93.0,75.0,17.27,GL,1683839537.0
296,senanga,-16.1167,23.2667,65.25,36.0,2.0,4.85,ZM,1683839755.0
297,ochobo,7.183,7.9769,84.94,63.0,44.0,7.58,NG,1683839755.0
298,dammam,26.4344,50.1033,84.31,23.0,0.0,3.44,SA,1683839756.0
299,rio gallegos,-51.6226,-69.2181,50.05,66.0,0.0,13.8,AR,1683839756.0
300,yoloten,37.2989,62.3597,73.56,42.0,54.0,8.46,TM,1683839761.0
301,tual,-5.6667,132.75,79.29,90.0,100.0,17.22,ID,1683839762.0
302,yagry,,,,,,,,
303,vanino,49.0869,140.2543,38.39,63.0,8.0,3.0,RU,1683839762.0
304,ascencion,31.1,-107.9833,78.21,8.0,0.0,10.8,MX,1683839763.0
305,baiyin,36.5583,104.2081,54.48,32.0,100.0,6.82,CN,1683839763.0
306,sandnessjoen,66.0217,12.6316,48.72,97.0,75.0,4.61,NO,1683839763.0
307,lotoshino,56.2267,35.6414,47.53,75.0,25.0,3.53,RU,1683839764.0
308,shimoda,34.6667,138.95,59.11,81.0,78.0,10.94,JP,1683839764.0
309,guarapari,-20.6667,-40.4975,73.54,84.0,88.0,7.25,BR,1683839764.0
310,iskateley,67.6803,53.1512,32.54,98.0,100.0,11.48,RU,1683839598.0
311,tumaco,1.7986,-78.8156,83.17,76.0,99.0,5.23,CO,1683839765.0
312,merlo,-32.3429,-65.014,64.96,62.0,78.0,5.95,AR,1683839501.0
313,touros,-5.1989,-35.4608,79.29,77.0,71.0,11.14,BR,1683839687.0
314,jiwani,25.05,61.7417,84.7,67.0,0.0,8.1,PK,1683839766.0
315,mejit,10.2753,170.8646,81.61,81.0,99.0,16.69,MH,1683839767.0
316,kolaras,25.2333,77.6,84.18,13.0,0.0,6.98,IN,1683839767.0
317,manistee,44.2445,-86.3242,73.35,46.0,0.0,12.66,US,1683839767.0
318,camana,-16.6228,-72.7111,69.01,76.0,91.0,5.32,PE,1683839768.0
319,pangkalanbuun,-2.6833,111.6167,76.06,96.0,91.0,2.35,ID,1683839768.0
320,cargados carajos,,,,,,,,
321,murghob,38.1702,73.9667,28.54,50.0,84.0,5.5,TJ,1683839769.0
322,east london,-33.0153,27.9116,66.67,75.0,100.0,13.44,ZA,1683839660.0
323,markala,13.7021,-6.0659,98.65,9.0,100.0,5.64,ML,1683839770.0
324,kuanda,56.3161,116.0806,30.18,86.0,76.0,4.27,RU,1683839770.0
325,kilimatinde,-5.85,34.95,69.67,67.0,91.0,4.03,TZ,1683839770.0
326,cidreira,-30.1811,-50.2056,61.25,79.0,81.0,11.86,BR,1683839671.0
327,boguchany,58.3814,97.4531,38.66,55.0,100.0,2.42,RU,1683839771.0
328,ati,13.2154,18.3353,89.74,41.0,64.0,17.0,TD,1683839771.0
329,umm kaddadah,13.6017,26.6876,91.22,27.0,96.0,7.54,SD,1683839772.0
330,pingdingshan,33.7385,113.3012,57.79,63.0,22.0,4.5,CN,1683839772.0
331,puerto san carlos,,,,,,,,
332,mahebourg,-20.4081,57.7,77.29,73.0,40.0,8.05,MU,1683839772.0
333,trinidad,-14.8333,-64.9,80.64,73.0,100.0,2.15,BO,1683839773.0
334,pangoa,-12.1167,-73.0,75.0,85.0,100.0,2.3,PE,1683839773.0
335,bentiu,9.2333,29.8333,88.52,37.0,41.0,2.08,SS,1683839774.0
336,mokhsogollokh,61.4681,128.9203,29.77,61.0,100.0,6.69,RU,1683839774.0
337,kashmor,28.4333,69.5833,94.96,11.0,0.0,6.6,PK,1683839775.0
338,sungai penuh,-2.0833,101.3833,65.82,98.0,99.0,4.5,ID,1683839775.0
339,siwa oasis,29.2041,25.5195,73.26,43.0,0.0,15.19,EG,1683839776.0
340,kostomuksha,64.571,30.5767,35.87,99.0,98.0,2.24,RU,1683839776.0
341,santo antonio do sudoeste,-26.0736,-53.7253,55.8,76.0,5.0,4.34,BR,1683839755.0
342,karratha,-20.7377,116.8463,71.91,27.0,1.0,11.77,AU,1683839776.0
343,wanlaweyn,2.6185,44.8938,78.67,84.0,54.0,10.0,SO,1683839777.0
344,swift current,50.2834,-107.8014,61.61,55.0,0.0,10.36,CA,1683839777.0
345,san martin,-33.081,-68.4681,72.14,37.0,21.0,4.43,AR,1683839777.0
346,sao tome,0.3365,6.7273,82.27,80.0,74.0,6.44,ST,1683839778.0
347,bihpuriagaon,27.0333,93.9,72.3,65.0,93.0,3.8,IN,1683839778.0
348,richards bay,-28.783,32.0377,66.76,90.0,0.0,5.95,ZA,1683839778.0
349,merizo village,13.2658,144.6691,82.98,96.0,21.0,6.46,GU,1683839779.0
350,cuatro cienegas de carranza,26.9833,-102.0833,95.13,8.0,9.0,7.29,MX,1683839784.0
351,bodo,67.28,14.405,45.95,99.0,100.0,13.8,NO,1683839785.0
352,awjilah,29.1081,21.2869,74.3,39.0,23.0,13.71,LY,1683839785.0
353,zhezqazghan,47.7833,67.7667,65.3,46.0,70.0,10.6,KZ,1683839785.0
354,cuyo,10.8525,121.0086,83.84,75.0,100.0,2.82,PH,1683839785.0
355,kosti,13.1629,32.6635,93.31,13.0,0.0,6.26,SD,1683839786.0
356,gulf shores,30.246,-87.7008,85.57,69.0,40.0,13.8,US,1683839786.0
357,papao,-17.75,-149.55,82.08,91.0,100.0,19.62,PF,1683839786.0
358,aykhal,66.0,111.5,29.89,96.0,100.0,17.43,RU,1683839787.0
359,dryden,49.7833,-92.7503,75.74,30.0,68.0,5.84,CA,1683839647.0
360,rio grande,-32.035,-52.0986,68.11,70.0,43.0,9.19,BR,1683839787.0
361,tongouson,5.0214,120.1328,82.51,76.0,10.0,3.31,PH,1683839788.0
362,cortez,37.3489,-108.5859,68.76,31.0,100.0,10.36,US,1683839788.0
363,glace bay,46.1969,-59.957,54.32,34.0,20.0,10.36,CA,1683839788.0
364,isiro,2.7739,27.616,67.21,99.0,69.0,2.37,CD,1683839789.0
365,remire-montjoly,4.9167,-52.2667,77.04,88.0,75.0,2.3,GF,1683839789.0
366,puerto armuelles,8.2833,-82.8667,84.18,67.0,71.0,6.33,PA,1683839789.0
367,taksimo,56.3444,114.8794,30.4,81.0,62.0,4.29,RU,1683839790.0
368,palasa,18.7667,84.4167,79.95,79.0,81.0,2.37,IN,1683839790.0
369,natal,-5.795,-35.2094,81.25,78.0,20.0,8.05,BR,1683839790.0
370,ribeira brava,32.65,-17.0667,68.72,70.0,100.0,10.54,PT,1683839791.0
371,bayan nur,,,,,,,,
372,baikonur,45.6167,63.3167,75.25,31.0,91.0,7.9,KZ,1683839796.0
373,caribou,46.8606,-68.012,72.03,26.0,0.0,9.22,US,1683839797.0
374,livno,43.8269,17.0078,51.01,98.0,100.0,5.61,BA,1683839797.0
375,araxa,-19.5933,-46.9406,75.16,57.0,0.0,4.61,BR,1683839797.0
376,fort bragg,35.139,-79.006,84.2,39.0,20.0,8.05,US,1683839728.0
377,palikir - national government center,6.9248,158.1611,81.72,80.0,100.0,9.57,FM,1683839798.0
378,majuro,7.0897,171.3803,84.16,79.0,75.0,5.75,MH,1683839715.0
379,walvis bay,-22.9575,14.5053,59.09,84.0,100.0,8.19,NA,1683839770.0
380,kuching,1.55,110.3333,83.01,94.0,20.0,2.3,MY,1683839799.0
381,eyl,7.9803,49.8164,81.68,82.0,98.0,20.47,SO,1683839799.0
382,kalmunai,7.4167,81.8167,80.82,85.0,100.0,4.29,LK,1683839800.0
383,revda,56.801,59.9303,38.05,83.0,9.0,5.03,RU,1683839800.0
384,bratsk,56.1325,101.6142,39.69,61.0,100.0,5.53,RU,1683839656.0
385,grande prairie,55.1667,-118.8027,69.98,32.0,40.0,6.91,CA,1683839801.0
386,newman,37.3138,-121.0208,79.14,46.0,82.0,7.0,US,1683839802.0
387,argostolion,38.1811,20.489,61.11,82.0,2.0,4.43,GR,1683839803.0
388,colonia,50.9333,6.95,56.97,90.0,20.0,3.44,DE,1683839525.0
389,nyurba,63.2842,118.3319,31.28,68.0,3.0,4.61,RU,1683839803.0
390,slobodskoy,58.7322,50.1772,42.98,62.0,16.0,3.36,RU,1683839803.0
391,ouargla,31.9493,5.325,86.07,15.0,40.0,3.44,DZ,1683839804.0
392,salmon arm,50.6998,-119.3024,77.31,43.0,51.0,3.44,CA,1683839782.0
393,happy valley-goose bay,53.3168,-60.3315,53.91,24.0,20.0,8.05,CA,1683839805.0
394,mitu,1.1983,-70.1733,76.41,84.0,100.0,1.01,CO,1683839805.0
395,huntsville,34.7304,-86.5861,80.78,75.0,100.0,10.36,US,1683839800.0
396,ciudad bolivar,8.1222,-63.5497,98.28,26.0,78.0,3.53,VE,1683839806.0
397,sao pedro do sul,-29.6206,-54.1789,53.37,76.0,88.0,3.67,BR,1683839806.0
398,rabo de peixe,37.8,-25.5833,62.11,94.0,75.0,8.05,PT,1683839806.0
399,broome,42.2506,-75.833,77.18,39.0,20.0,12.66,US,1683839807.0
400,toamasina,-18.1667,49.3833,72.72,88.0,48.0,4.76,MG,1683839812.0
401,mount gambier,-37.8333,140.7667,51.96,93.0,84.0,1.95,AU,1683839751.0
402,zaragoza,41.6561,-0.8773,59.02,58.0,0.0,11.99,ES,1683839813.0
403,jijiga,9.35,42.8,65.48,82.0,9.0,4.09,ET,1683839813.0
404,livingstone,-17.8419,25.8543,62.37,52.0,0.0,4.45,ZM,1683839814.0
405,thinadhoo,0.5333,72.9333,82.62,80.0,86.0,14.05,MV,1683839814.0
406,cromer,52.9312,1.2989,53.67,87.0,11.0,5.01,GB,1683839814.0
407,aleksandrov gay,50.147,48.5704,47.39,89.0,23.0,8.46,RU,1683839814.0
408,tabou,4.423,-7.3528,80.56,87.0,25.0,8.57,CI,1683839815.0
409,ashland,40.8167,-82.2665,79.34,49.0,52.0,3.42,US,1683839815.0
410,nova vicosa,-17.8919,-39.3719,76.69,77.0,91.0,7.96,BR,1683839815.0
411,mbekenyera,-10.0,38.9833,68.99,90.0,30.0,3.69,TZ,1683839816.0
412,belmonte,-15.8631,-38.8828,77.25,79.0,78.0,9.4,BR,1683839816.0
413,bay harbor,30.1471,-85.6146,84.99,71.0,0.0,13.8,US,1683839816.0
414,howard springs,-12.497,131.047,64.31,36.0,49.0,7.49,AU,1683839817.0
415,colby,39.3958,-101.0524,55.45,89.0,100.0,19.57,US,1683839817.0
416,ondjiva,-17.0667,15.7333,68.76,31.0,65.0,4.97,AO,1683839817.0
417,magistral'nyy,56.1725,107.4458,31.03,83.0,78.0,3.87,RU,1683839817.0
418,liupanshui,,,,,,,,
419,harstad,68.799,16.5293,44.15,100.0,100.0,21.0,NO,1683839818.0
420,swainsboro,32.5974,-82.3337,86.05,35.0,0.0,9.22,US,1683839818.0
421,ulladulla,-35.35,150.4667,52.03,73.0,2.0,7.4,AU,1683839819.0
422,kerikeri,-35.2268,173.9474,52.92,96.0,24.0,3.6,NZ,1683839820.0
423,okhotsk,59.3833,143.3,32.86,88.0,100.0,2.89,RU,1683839820.0
424,andergrove,-21.0833,149.1833,68.65,78.0,14.0,12.5,AU,1683839821.0
425,midvagur,62.0511,-7.1939,49.03,81.0,100.0,3.44,FO,1683839821.0
426,nguruka,-5.1092,31.0419,65.75,91.0,96.0,0.85,TZ,1683839821.0
427,huarmey,-10.0681,-78.1522,76.62,74.0,67.0,11.81,PE,1683839822.0
428,tikrit,34.6071,43.6782,84.9,17.0,4.0,5.44,IQ,1683839822.0
429,nagqu,31.5,92.0,21.67,78.0,100.0,3.85,CN,1683839822.0
430,youghal,51.95,-7.8506,52.81,96.0,66.0,13.65,IE,1683839823.0
431,takamaka,,,,,,,,
432,gamba,-2.65,10.0,78.08,92.0,90.0,4.52,GA,1683839823.0
433,manavalakurichi,8.1333,77.3,81.55,85.0,99.0,9.35,IN,1683839824.0
434,ilha de mocambique,-15.0342,40.7358,79.38,71.0,95.0,6.67,MZ,1683839824.0
435,gadzhiyevo,69.2551,33.3362,36.34,100.0,100.0,4.36,RU,1683839824.0
436,gobichettipalayam,11.4667,77.45,79.68,77.0,100.0,4.09,IN,1683839825.0
437,parral,26.9333,-105.6667,82.58,5.0,0.0,10.38,MX,1683839825.0
438,kingscliff,-28.2667,153.5667,62.76,88.0,75.0,4.61,AU,1683839825.0
439,salinopolis,-0.6136,-47.3561,80.31,79.0,82.0,6.26,BR,1683839697.0
440,antigonish,45.6169,-61.9986,58.14,47.0,46.0,5.01,CA,1683839826.0
441,brisas de zicatela,15.8369,-97.0419,87.26,64.0,25.0,12.21,MX,1683839826.0
442,ballina,-28.8667,153.5667,58.01,99.0,75.0,5.61,AU,1683839827.0
443,north auburn,38.9313,-121.0819,74.05,53.0,0.0,5.75,US,1683839827.0
444,labrador city,52.9463,-66.9114,55.24,31.0,14.0,8.9,CA,1683839716.0
445,arroio grande,-32.2375,-53.0869,55.4,80.0,23.0,3.96,BR,1683839828.0
446,arteche,12.2645,125.4048,78.85,84.0,99.0,4.47,PH,1683839828.0
447,nishinoomote,30.7333,131.0,68.29,64.0,5.0,8.95,JP,1683839829.0
448,tondano,1.3038,124.9112,71.69,95.0,69.0,3.6,ID,1683839829.0
449,trail,49.0998,-117.7022,72.32,38.0,46.0,4.12,CA,1683839830.0
450,pochinki,54.6988,44.8668,47.91,75.0,98.0,7.49,RU,1683839835.0
451,viedma,-40.8135,-62.9967,63.66,35.0,32.0,14.61,AR,1683839835.0
452,gweru,-19.45,29.8167,56.55,53.0,19.0,3.65,ZW,1683839835.0
453,isiolo,0.3546,37.5822,68.32,70.0,65.0,8.32,KE,1683839836.0
454,chibougamau,49.9168,-74.3659,69.42,26.0,0.0,9.22,CA,1683839836.0
455,island harbour,50.724,-1.2758,55.92,92.0,55.0,5.93,GB,1683839836.0
456,lodwar,3.1191,35.5973,86.04,42.0,88.0,17.83,KE,1683839837.0
457,sola,-13.8833,167.55,81.05,75.0,41.0,25.32,VU,1683839837.0
458,cable beach,,,,,,,,
459,santiago de cao,-7.9589,-79.2392,77.13,73.0,0.0,9.22,PE,1683839838.0
460,saint-joseph,-21.3667,55.6167,71.98,81.0,98.0,11.32,RE,1683839839.0
461,xiazhen,34.8022,117.1117,55.69,62.0,47.0,4.68,CN,1683839839.0
462,taoudenni,22.6783,-3.9836,95.92,9.0,88.0,11.77,ML,1683839770.0
463,do'stlik shahri,,,,,,,,
464,vernon,50.2581,-119.2691,78.3,20.0,70.0,3.44,CA,1683839808.0
465,malvan,16.0667,73.4667,83.26,79.0,85.0,5.01,IN,1683839841.0
466,petauke,-14.2426,31.3253,59.92,62.0,0.0,3.65,ZM,1683839841.0
467,tres arroyos,-38.3739,-60.2798,53.56,47.0,14.0,6.49,AR,1683839842.0
468,kembe,4.6228,21.8865,72.72,81.0,66.0,2.39,CF,1683839842.0
469,hammerfest,70.6634,23.6821,43.25,100.0,75.0,5.75,NO,1683839843.0
470,carnarvon,-24.8667,113.6333,70.9,55.0,0.0,9.17,AU,1683839843.0
471,chatham,51.3789,0.5279,57.06,57.0,9.0,5.66,GB,1683839843.0
472,kolonia,50.9333,6.95,56.97,90.0,20.0,3.44,DE,1683839789.0
473,lashkar gah,31.5938,64.3716,83.37,14.0,0.0,7.07,AF,1683839844.0
474,bubaque,11.2833,-15.8333,79.93,72.0,82.0,20.09,GW,1683839678.0
475,dudinka,69.4058,86.1778,2.62,98.0,34.0,12.64,RU,1683839599.0
476,dengzhou,37.8086,120.7508,60.15,41.0,98.0,9.42,CN,1683839844.0
477,usinsk,65.9939,57.5281,31.59,87.0,100.0,10.92,RU,1683839845.0
478,kavieng,-2.5744,150.7967,79.95,86.0,100.0,7.05,PG,1683839845.0
479,tralee,52.2704,-9.7026,50.99,94.0,36.0,13.96,IE,1683839846.0
480,khabarovsk,48.4808,135.0928,46.2,81.0,0.0,4.47,RU,1683839846.0
481,cacule,-14.5033,-42.2222,81.18,44.0,95.0,4.21,BR,1683839767.0
482,inhambane,-23.865,35.3833,71.35,81.0,15.0,7.34,MZ,1683839846.0
483,tossa de mar,41.7325,2.9338,53.71,96.0,100.0,2.26,ES,1683839847.0
484,kulia village,,,,,,,,
485,muynoq,43.7683,59.0214,72.46,38.0,0.0,7.45,UZ,1683839848.0
486,fuvahmulah,,,,,,,,
487,traverse city,44.7631,-85.6206,79.0,37.0,20.0,9.22,US,1683839849.0
488,dali,25.7,100.1833,56.07,74.0,59.0,4.03,CN,1683839849.0
489,manaure,11.7751,-72.4445,90.05,49.0,50.0,15.46,CO,1683839849.0
490,kabalo,-6.05,26.9167,72.55,84.0,60.0,3.8,CD,1683839713.0
491,ocean springs,30.4113,-88.8278,80.58,88.0,100.0,10.0,US,1683839806.0
492,kasamwa,-2.85,32.4333,65.48,91.0,37.0,0.89,TZ,1683839850.0
493,sisimiut,66.9395,-53.6735,28.31,88.0,100.0,16.26,GL,1683839683.0
494,luebo,-5.35,21.4167,75.16,68.0,65.0,1.97,CD,1683839851.0
495,juhaynah,26.6732,31.4976,84.58,19.0,0.0,14.18,EG,1683839851.0
496,santo amaro da imperatriz,-27.6881,-48.7786,67.82,81.0,23.0,2.84,BR,1683839851.0
497,ventspils,57.3894,21.5606,42.73,100.0,0.0,0.0,LV,1683839852.0
498,vila velha,-20.3297,-40.2925,75.15,83.0,75.0,8.05,BR,1683839852.0
499,ponta delgada,37.7333,-25.6667,63.32,94.0,75.0,8.05,PT,1683839852.0
500,mukalla,14.5425,49.1242,83.98,73.0,97.0,3.6,YE,1683839857.0
501,mount pearl,47.5166,-52.7813,49.86,44.0,14.0,8.99,CA,1683839210.0
502,oranjemund,-28.55,16.4333,57.29,88.0,100.0,20.54,NA,1683839858.0
503,mtwara,-10.2667,40.1833,74.53,92.0,46.0,7.38,TZ,1683839858.0
504,marsh harbour,26.5412,-77.0636,78.17,69.0,1.0,14.27,BS,1683839859.0
505,santa cruz del norte,23.1539,-81.9236,82.38,75.0,81.0,16.87,CU,1683839859.0
506,vila franca do campo,37.7167,-25.4333,63.01,92.0,83.0,3.0,PT,1683839859.0
507,kuvshinovo,57.0295,34.1725,49.39,68.0,93.0,5.1,RU,1683839859.0
508,kayes,14.0,-11.0,102.07,15.0,97.0,1.1,ML,1683839860.0
509,hastings,50.8552,0.5729,52.32,43.0,17.0,1.34,GB,1683839860.0
510,zhangatas,43.5667,69.75,74.16,30.0,100.0,7.72,KZ,1683839860.0
511,baihe,22.15,107.2333,67.75,93.0,100.0,2.19,CN,1683839861.0
512,bintulu,3.1667,113.0333,77.41,100.0,20.0,0.0,MY,1683839861.0
513,la jolla,32.8473,-117.2742,74.66,68.0,20.0,13.8,US,1683839740.0
514,greymouth,-42.4667,171.2,43.3,66.0,8.0,6.38,NZ,1683839861.0
515,bayevo,53.2833,80.7667,45.68,81.0,14.0,8.46,RU,1683839862.0
516,cabo san lucas,22.8909,-109.9124,88.11,17.0,0.0,13.8,MX,1683839634.0
517,manokwari,-0.8667,134.0833,77.79,85.0,100.0,8.14,ID,1683839862.0
518,celestun,20.8667,-90.4,88.29,64.0,86.0,14.0,MX,1683839863.0
519,fonadhoo,,,,,,,,
520,crane,31.3974,-102.3501,86.09,8.0,0.0,15.64,US,1683839863.0
521,ouezzane,34.7971,-5.5822,61.25,79.0,100.0,3.11,MA,1683839864.0
522,yigo village,13.5361,144.8886,81.73,88.0,40.0,6.91,GU,1683839864.0
523,urzhar,47.093,81.6294,64.99,30.0,96.0,6.26,KZ,1683839865.0
524,sumbe,-11.2061,13.8437,77.99,88.0,0.0,4.32,AO,1683839865.0
525,wynyard,-41.0,145.7167,52.99,87.0,100.0,3.18,AU,1683839866.0
526,hadibu,12.65,54.0333,83.71,71.0,91.0,2.71,YE,1683839866.0
527,mashhad,36.297,59.6062,66.34,59.0,0.0,4.61,IR,1683839866.0
528,yarmouth,41.7057,-70.2286,81.07,50.0,0.0,11.5,US,1683839867.0
529,machico,32.7,-16.7667,68.72,71.0,20.0,19.57,PT,1683839867.0
530,lobujya,27.95,86.8167,11.44,59.0,0.0,8.05,NP,1683839867.0
531,santa cruz,-17.8,-63.1667,80.06,61.0,40.0,8.05,BO,1683839868.0
532,kruisfontein,-34.0033,24.7314,58.86,81.0,100.0,16.78,ZA,1683839868.0
533,portland,45.5234,-122.6762,77.14,48.0,62.0,5.01,US,1683839734.0
534,tamanrasset,22.785,5.5228,78.71,15.0,0.0,9.22,DZ,1683839868.0
535,ugoofaaru,5.6667,73.0,81.46,84.0,100.0,11.41,MV,1683839869.0
536,quellon,-43.1167,-73.6167,57.45,94.0,100.0,3.44,CL,1683839869.0
537,ahau,,,,,,,,
538,tarawa,1.419,172.984,86.09,79.0,75.0,9.22,KI,1683839870.0
539,pangody,65.85,74.4859,4.44,96.0,72.0,6.31,RU,1683839631.0
540,upington,-28.4478,21.2561,64.78,32.0,97.0,5.75,ZA,1683839871.0
541,borkum,53.5809,6.6915,52.95,96.0,100.0,17.49,DE,1683839871.0
542,patong,7.8961,98.2966,89.02,91.0,93.0,7.07,TH,1683839871.0
543,sajir,25.1825,44.5996,89.08,14.0,73.0,9.91,SA,1683839871.0
544,zhenjiang,32.2092,119.4342,62.8,55.0,100.0,4.03,CN,1683839872.0
545,minas de matahambre,,,,,,,,
546,xinqing,48.2333,129.5,47.75,46.0,100.0,2.64,CN,1683839872.0
547,ciudad constitucion,25.0369,-111.6644,78.6,27.0,34.0,18.54,MX,1683839873.0
548,port hedland,-20.3167,118.5667,66.25,26.0,4.0,8.05,AU,1683839873.0
549,pampa,35.5362,-100.9599,83.35,20.0,0.0,23.02,US,1683839830.0
550,dakoro,14.5106,6.765,89.73,33.0,89.0,7.9,NE,1683839686.0
551,gracemere,-23.4333,150.45,64.31,77.0,40.0,8.05,AU,1683839879.0
552,palmer,42.1584,-72.3287,80.2,25.0,40.0,14.97,US,1683839880.0
553,la punta,-33.1837,-66.3127,67.89,49.0,72.0,6.73,AR,1683839880.0
554,nungwi,-5.7265,39.2987,79.52,83.0,5.0,9.6,TZ,1683839880.0
555,sen monorom,12.45,107.2,68.05,98.0,99.0,2.08,KH,1683839881.0
556,brits,-25.6347,27.7802,53.33,35.0,0.0,3.67,ZA,1683839881.0
557,bodaybo,57.8506,114.1933,28.8,95.0,81.0,1.77,RU,1683839881.0
558,cockermouth,54.6621,-3.3609,52.61,87.0,15.0,1.01,GB,1683839882.0
559,akureyri,65.6835,-18.0878,55.33,58.0,20.0,14.97,IS,1683839692.0
560,dawei,14.0833,98.2,77.74,93.0,80.0,4.21,MM,1683839882.0
561,dubbo,-32.25,148.6167,42.93,87.0,0.0,6.91,AU,1683839875.0
562,balakhta,55.38,91.6,43.86,80.0,100.0,3.6,RU,1683839884.0
563,aketi,2.7388,23.7833,71.94,89.0,80.0,0.67,CD,1683839884.0
564,tanjung selor,,,,,,,,
565,lapovo,44.1842,21.0973,52.39,83.0,100.0,10.69,RS,1683839884.0
566,salym,60.0625,71.4789,25.92,82.0,7.0,3.83,RU,1683839885.0
567,loen,7.7601,168.2307,82.2,84.0,95.0,15.52,MH,1683839885.0
568,sinabang,2.4803,96.3801,82.42,82.0,94.0,9.95,ID,1683839886.0
569,port hueneme,34.1478,-119.1951,77.45,68.0,20.0,11.5,US,1683839769.0
570,roswell,34.0232,-84.3616,80.8,63.0,75.0,14.97,US,1683839630.0
571,castillos,-34.1667,-53.8333,60.13,55.0,99.0,7.29,UY,1683839886.0
572,ludington,43.9553,-86.4526,80.82,35.0,0.0,6.91,US,1683839887.0
573,hancheng,32.5186,112.3522,59.58,76.0,16.0,4.85,CN,1683839887.0
574,saida,34.8303,0.1517,62.38,69.0,66.0,6.93,DZ,1683839887.0
575,bougouni,11.417,-7.479,92.75,11.0,88.0,4.56,ML,1683839888.0
576,caririacu,-7.0422,-39.2836,80.69,70.0,20.0,3.44,BR,1683839888.0
577,mil'kovo,55.6078,37.7956,53.35,80.0,82.0,3.96,RU,1683839888.0
578,strathalbyn,-35.2667,138.9,57.65,93.0,93.0,4.05,AU,1683839889.0
579,shvartsevskiy,54.0961,37.9917,46.29,87.0,98.0,6.44,RU,1683839889.0
580,bail-hongal,15.8167,74.8667,78.21,76.0,98.0,11.34,IN,1683839889.0
581,moldova noua,44.7375,21.6669,57.02,69.0,100.0,20.83,RO,1683839889.0
582,amealco,20.1833,-100.15,75.27,14.0,35.0,12.12,MX,1683839890.0
583,pasni,25.2631,63.471,82.62,74.0,0.0,10.42,PK,1683839890.0
584,lompoc,34.6391,-120.4579,73.69,72.0,75.0,25.99,US,1683839890.0
585,orange,33.7,-117.7675,76.3,59.0,75.0,8.05,US,1683839732.0
586,flying fish cove,-10.4217,105.6791,80.28,94.0,100.0,14.97,CX,1683839702.0
587,beidaihehaibin,39.8222,119.5181,55.69,64.0,3.0,6.38,CN,1683839891.0
588,aksehir,38.3575,31.4164,56.03,91.0,100.0,5.12,TR,1683839891.0
589,san jose village,,,,,,,,
590,melfort,52.8667,-104.6177,73.53,21.0,100.0,4.61,CA,1683839892.0
591,diyadin,39.5406,43.6713,48.97,64.0,23.0,5.86,TR,1683839893.0
592,arkhangel'sk,64.5401,40.5433,38.7,96.0,46.0,5.1,RU,1683839893.0
593,argo,37.6333,22.7333,57.78,92.0,100.0,4.94,GR,1683839893.0
